id,model,line,uph,plantcode,mcode,scheduling_no,material_type,master
492,EG430,1ASSYJ,320,CN06,NB12,1,,1
493,FS440,1ASSYJ,330,CN06,NB12,1,,1
494,FS441,1ASSYJ,330,CN06,NB12,1,,1
495,FS442,1ASSYJ,330,CN06,NB12,1,,0
496,GS441,1ASSYJ,330,CN06,NB12,1,,0
497,FS447,1ASSYJ,330,CN06,NB12,1,,0
498,GS440,1ASSYJ,330,CN06,NB12,1,,1
499,EG54A,1ASSYJ,280,CN06,NB12,1,,1
500,GV550,1ASSYJ,330,CN06,NB12,1,,1
501,GV551,1ASSYJ,350,CN06,NB12,1,,1
502,GV552,1ASSYJ,330,CN06,NB12,1,,1
503,FS44A,1ASSYJ,330,CN06,NB12,1,,1
504,GS44E,1ASSYJ,330,CN06,NB12,1,,0
505,FS44C,1ASSYJ,330,CN06,NB12,1,,0
506,GS44D,1ASSYJ,330,CN06,NB12,1,,1
507,GS44B,1ASSYJ,330,CN06,NB12,1,,1
508,HV750,1ASSYJ,260,CN06,NB12,1,,1
509,EG432,1ASSYJ,320,CN06,NB12,1,,1
510,EG431,1ASSYJ,320,CN06,NB12,1,,1
511,EG433,1ASSYJ,320,CN06,NB12,1,,1
512,GS457,1ASSYJ,300,CN06,NB12,1,,1
513,GS454,1ASSYJ,250,CN06,NB12,1,,0
514,FG741,1ASSYJ,250,CN06,NB12,1,,0
515,GS453,1ASSYJ,250,CN06,NB12,1,,0
516,GS452,1ASSYJ,250,CN06,NB12,1,,0
517,GS451,1ASSYJ,330,CN06,NB12,1,,0
518,FS536,1ASSYJ,280,CN06,NB12,1,,0
519,GS450,1ASSYJ,330,CN06,NB12,1,,0
520,EG53A,1ASSYJ,320,CN06,NB12,1,,1
521,GV440,1ASSYJ,330,CN06,NB12,1,,1
522,GS45A,1ASSYJ,250,CN06,NB12,1,,1
523,FS540,1ASSYK,250,CN06,NB12,1,,0
524,FS541,1ASSYK,250,CN06,NB12,1,,0
525,FS542,1ASSYK,80,CN06,NB12,1,,1
526,FS543,1ASSYK,80,CN06,NB12,1,,1
527,GS540,1ASSYK,250,CN06,NB12,1,,0
528,GV450,1ASSYK,250,CN06,NB12,1,,0
529,GV451,1ASSYK,250,CN06,NB12,1,,0
530,GV452,1ASSYK,250,CN06,NB12,1,,0
531,GV453,1ASSYK,250,CN06,NB12,1,,0
532,GS54E,1ASSYK,250,CN06,NB12,1,,0
533,FS54A,1ASSYK,250,CN06,NB12,1,,0
534,GS54D,1ASSYK,250,CN06,NB12,1,,0
535,FS54B,1ASSYK,80,CN06,NB12,1,,1
536,GS54B,1ASSYK,250,CN06,NB12,1,,0
537,FV540,1ASSYK,260,CN06,NB12,1,,1
538,GS557,1ASSYK,250,CN06,NB12,1,,1
539,GS554,1ASSYK,200,CN06,NB12,1,,1
540,GS552,1ASSYK,260,CN06,NB12,1,,0
541,GS551,1ASSYK,200,CN06,NB12,1,,1
542,GS550,1ASSYK,200,CN06,NB12,1,,1
543,GS55K,1ASSYK,250,CN06,NB12,1,,1
544,GY530,1ASSYK,230,CN06,NB12,1,,1
545,GV540,1ASSYK,250,CN06,NB12,1,,1
546,GY532,1ASSYK,230,CN06,NB12,1,,1
547,GV541,1ASSYK,250,CN06,NB12,1,,0
548,GY535,1ASSYK,230,CN06,NB12,1,,1
549,GS55E,1ASSYK,250,CN06,NB12,1,,1
550,GS55D,1ASSYK,250,CN06,NB12,1,,1
551,GS55C,1ASSYK,250,CN06,NB12,1,,1
552,GS55B,1ASSYK,260,CN06,NB12,1,,0
553,GS55A,1ASSYK,250,CN06,NB12,1,,0
554,FS440,1ASSYK,250,CN06,NB12,1,,0
555,FS441,1ASSYK,250,CN06,NB12,1,,0
556,FS442,1ASSYK,80,CN06,NB12,1,,0
557,GS441,1ASSYK,80,CN06,NB12,1,,0
558,FS447,1ASSYK,80,CN06,NB12,1,,0
559,GS440,1ASSYK,250,CN06,NB12,1,,0
560,GS55L,1ASSYK,250,CN06,NB12,1,,1
561,GV550,1ASSYK,250,CN06,NB12,1,,0
562,GV551,1ASSYK,250,CN06,NB12,1,,0
563,GV552,1ASSYK,250,CN06,NB12,1,,0
564,FS44A,1ASSYK,250,CN06,NB12,1,,0
565,FS44C,1ASSYK,80,CN06,NB12,1,,0
566,GS44D,1ASSYK,250,CN06,NB12,1,,0
567,GS44B,1ASSYK,250,CN06,NB12,1,,0
568,FG548,1ASSYK,250,CN06,NB12,1,,1
569,GS457,1ASSYK,200,CN06,NB12,1,,1
570,GS454,1ASSYK,260,CN06,NB12,1,,1
571,FG543,1ASSYK,250,CN06,NB12,1,,1
572,FG542,1ASSYK,250,CN06,NB12,1,,1
573,GS452,1ASSYK,200,CN06,NB12,1,,1
574,FG541,1ASSYK,250,CN06,NB12,1,,1
575,FG540,1ASSYK,250,CN06,NB12,1,,1
576,GS450,1ASSYK,260,CN06,NB12,1,,1
577,GV440,1ASSYK,250,CN06,NB12,1,,0
578,GY510,1ASSYK,260,CN06,NB12,1,,1
579,GS45A,1ASSYK,250,CN06,NB12,1,,0
580,FS540,1ASSYL,250,CN06,NB12,1,,0
581,FS541,1ASSYL,250,CN06,NB12,1,,0
582,FS542,1ASSYL,220,CN06,NB12,1,,0
583,FS543,1ASSYL,220,CN06,NB12,1,,0
584,GS541,1ASSYL,220,CN06,NB12,1,,0
585,GS540,1ASSYL,250,CN06,NB12,1,,0
586,GV450,1ASSYL,250,CN06,NB12,1,,0
587,GV451,1ASSYL,250,CN06,NB12,1,,0
588,GV452,1ASSYL,250,CN06,NB12,1,,0
589,GV453,1ASSYL,250,CN06,NB12,1,,0
590,GS54E,1ASSYL,250,CN06,NB12,1,,0
591,FS54A,1ASSYL,250,CN06,NB12,1,,0
592,GS54D,1ASSYL,250,CN06,NB12,1,,0
593,FS54B,1ASSYL,220,CN06,NB12,1,,0
594,GS54C,1ASSYL,220,CN06,NB12,1,,0
595,GS54B,1ASSYL,250,CN06,NB12,1,,0
596,EG535,1ASSYL,220,CN06,NB12,1,,0
597,EG534,1ASSYL,220,CN06,NB12,1,,0
598,EG537,1ASSYL,220,CN06,NB12,1,,0
599,EG536,1ASSYL,220,CN06,NB12,1,,0
600,EG532,1ASSYL,220,CN06,NB12,1,,0
601,FV540,1ASSYL,260,CN06,NB12,1,,0
602,GS554,1ASSYL,250,CN06,NB12,1,,1
603,GS552,1ASSYL,260,CN06,NB12,1,,0
604,GS551,1ASSYL,260,CN06,NB12,1,,0
605,GS550,1ASSYL,200,CN06,NB12,1,,1
606,GS150,1ASSYL,250,CN06,NB12,1,,1
607,FG5NE,1ASSYL,30,CN06,NB12,1,,1
608,GY530,1ASSYL,200,CN06,NB12,1,,0
609,GV540,1ASSYL,290,CN06,NB12,1,,0
610,FG5NC,1ASSYL,30,CN06,NB12,1,,1
611,GY532,1ASSYL,100,CN06,NB12,1,,0
612,GV541,1ASSYL,250,CN06,NB12,1,,0
613,GY535,1ASSYL,200,CN06,NB12,1,,0
614,GS55C,1ASSYL,290,CN06,NB12,1,,0
615,GS55B,1ASSYL,260,CN06,NB12,1,,0
616,GS55A,1ASSYL,250,CN06,NB12,1,,0
617,EG526,1ASSYL,220,CN06,NB12,1,,0
618,FG5NA,1ASSYL,30,CN06,NB12,1,,1
619,EG522,1ASSYL,220,CN06,NB12,1,,0
620,FG5N5,1ASSYL,250,CN06,NB12,1,,1
621,FG5N4,1ASSYL,50,CN06,NB12,1,,1
622,EG430,1ASSYL,220,CN06,NB12,1,,0
623,FS440,1ASSYL,280,CN06,NB12,1,,0
624,FG5N2,1ASSYL,250,CN06,NB12,1,,1
625,FS441,1ASSYL,250,CN06,NB12,1,,0
626,FG5N9,1ASSYL,250,CN06,NB12,1,,1
627,FS442,1ASSYL,220,CN06,NB12,1,,0
628,FG5N7,1ASSYL,250,CN06,NB12,1,,1
629,FG5N6,1ASSYL,220,CN06,NB12,1,,1
630,GS441,1ASSYL,220,CN06,NB12,1,,0
631,FS447,1ASSYL,220,CN06,NB12,1,,0
632,GS440,1ASSYL,250,CN06,NB12,1,,0
633,FG5N1,1ASSYL,250,CN06,NB12,1,,1
634,FG5N0,1ASSYL,250,CN06,NB12,1,,1
635,GV550,1ASSYL,250,CN06,NB12,1,,0
636,GV551,1ASSYL,250,CN06,NB12,1,,0
637,GV552,1ASSYL,250,CN06,NB12,1,,0
638,FS44A,1ASSYL,280,CN06,NB12,1,,0
639,GS44E,1ASSYL,220,CN06,NB12,1,,0
640,FS44C,1ASSYL,220,CN06,NB12,1,,0
641,GS44D,1ASSYL,250,CN06,NB12,1,,0
642,GS44B,1ASSYL,250,CN06,NB12,1,,0
643,EG433,1ASSYL,220,CN06,NB12,1,,0
644,FG548,1ASSYL,250,CN06,NB12,1,,0
645,GS457,1ASSYL,300,CN06,NB12,1,,1
646,GS454,1ASSYL,300,CN06,NB12,1,,0
647,FG543,1ASSYL,250,CN06,NB12,1,,0
648,FG542,1ASSYL,270,CN06,NB12,1,,1
649,GS452,1ASSYL,300,CN06,NB12,1,,1
650,FG541,1ASSYL,270,CN06,NB12,1,,1
651,GS451,1ASSYL,300,CN06,NB12,1,,0
652,FG540,1ASSYL,250,CN06,NB12,1,,0
653,GS450,1ASSYL,300,CN06,NB12,1,,1
654,EG53A,1ASSYL,220,CN06,NB12,1,,0
655,EG53C,1ASSYL,220,CN06,NB12,1,,0
656,GV440,1ASSYL,250,CN06,NB12,1,,0
657,GY510,1ASSYL,260,CN06,NB12,1,,1
658,GS45A,1ASSYL,250,CN06,NB12,1,,0
659,FS440,1ASSYM,200,CN06,NB12,1,,0
660,FS540,1ASSYM,200,CN06,NB12,1,,1
661,FS441,1ASSYM,200,CN06,NB12,1,,0
662,FS541,1ASSYM,200,CN06,NB12,1,,1
663,FS442,1ASSYM,200,CN06,NB12,1,,0
664,FS542,1ASSYM,200,CN06,NB12,1,,1
665,GS540,1ASSYM,200,CN06,NB12,1,,1
666,GS441,1ASSYM,200,CN06,NB12,1,,0
667,FS447,1ASSYM,200,CN06,NB12,1,,0
668,GS440,1ASSYM,200,CN06,NB12,1,,0
669,GV450,1ASSYM,200,CN06,NB12,1,,0
670,GV550,1ASSYM,200,CN06,NB12,1,,1
671,GV551,1ASSYM,200,CN06,NB12,1,,0
672,FS44A,1ASSYM,200,CN06,NB12,1,,0
673,GS54E,1ASSYM,200,CN06,NB12,1,,1
674,FS54A,1ASSYM,200,CN06,NB12,1,,1
675,GS54D,1ASSYM,200,CN06,NB12,1,,1
676,GS44E,1ASSYM,200,CN06,NB12,1,,0
677,FS44C,1ASSYM,200,CN06,NB12,1,,0
678,GS54C,1ASSYM,200,CN06,NB12,1,,1
679,GS44D,1ASSYM,200,CN06,NB12,1,,0
680,GS54B,1ASSYM,200,CN06,NB12,1,,1
681,GS44B,1ASSYM,200,CN06,NB12,1,,0
682,HC130,1ASSYM,200,CN06,NB12,1,,1
683,GS554,1ASSYM,230,CN06,NB12,1,,1
684,GS454,1ASSYM,260,CN06,NB12,1,,0
685,GS552,1ASSYM,250,CN06,NB12,1,,1
686,GS551,1ASSYM,250,CN06,NB12,1,,1
687,GS452,1ASSYM,250,CN06,NB12,1,,1
688,GS550,1ASSYM,260,CN06,NB12,1,,0
689,GS451,1ASSYM,200,CN06,NB12,1,,1
690,GS150,1ASSYM,200,CN06,NB12,1,,1
691,GV440,1ASSYM,200,CN06,NB12,1,,0
692,GV541,1ASSYM,200,CN06,NB12,1,,1
693,HS355,1ASSYM,100,CN06,NB12,1,,1
694,GS55A,1ASSYM,200,CN06,NB12,1,,0
695,HS155,1ASSYM,200,CN06,NB12,1,,1
696,GS45A,1ASSYM,200,CN06,NB12,1,,0
697,GS457,1ASSYN,260,CN06,NB12,1,,0
698,GS554,1ASSYN,300,CN06,NB12,1,,0
699,GS454,1ASSYN,300,CN06,NB12,1,,1
700,GS552,1ASSYN,300,CN06,NB12,1,,1
701,GS453,1ASSYN,260,CN06,NB12,1,,1
702,GS551,1ASSYN,300,CN06,NB12,1,,0
703,GS540,1ASSYN,260,CN06,NB12,1,,0
704,GS452,1ASSYN,300,CN06,NB12,1,,1
705,GS550,1ASSYN,300,CN06,NB12,1,,0
706,GS451,1ASSYN,300,CN06,NB12,1,,1
707,GS450,1ASSYN,300,CN06,NB12,1,,1
708,GV550,1ASSYN,260,CN06,NB12,1,,0
709,GV551,1ASSYN,260,CN06,NB12,1,,0
710,FS54A,1ASSYN,260,CN06,NB12,1,,1
711,GS54D,1ASSYN,260,CN06,NB12,1,,1
712,GS55A,1ASSYN,260,CN06,NB12,1,,1
713,GS454,1ASSYO,100,CN06,NB12,1,,1
714,GS452,1ASSYO,100,CN06,NB12,1,,1
715,GS450,1ASSYO,100,CN06,NB12,1,,1
716,EYG11,1SUBA,203,CN06,NB12,1,,1
717,EYG10,1SUBA,203,CN06,NB12,1,,1
718,FYG81,1SUBA,203,CN06,NB12,1,,1
719,FYG80,1SUBA,203,CN06,NB12,1,,1
720,ES430,1SUBA,231,CN06,NB12,1,,1
721,FYG41,1SUBA,203,CN06,NB12,1,,1
722,ES532,1SUBA,231,CN06,NB12,1,,1
723,ES433,1SUBA,231,CN06,NB12,1,,1
724,ES434,1SUBA,231,CN06,NB12,1,,1
725,ES530,1SUBA,231,CN06,NB12,1,,1
726,ES432,1SUBA,231,CN06,NB12,1,,1
727,EYG71,1SUBA,203,CN06,NB12,1,,1
728,EYG70,1SUBA,203,CN06,NB12,1,,1
729,EYG20,1SUBA,203,CN06,NB12,1,,1
730,FS431,1SUBA,231,CN06,NB12,1,,1
731,FS531,1SUBA,231,CN06,NB12,1,,1
732,FS532,1SUBA,231,CN06,NB12,1,,1
733,FS433,1SUBA,231,CN06,NB12,1,,1
734,FS533,1SUBA,231,CN06,NB12,1,,1
735,FS434,1SUBA,231,CN06,NB12,1,,1
736,FS534,1SUBA,231,CN06,NB12,1,,1
737,FS435,1SUBA,231,CN06,NB12,1,,1
738,FS535,1SUBA,231,CN06,NB12,1,,1
739,FS436,1SUBA,231,CN06,NB12,1,,1
740,DYG61,1SUBA,203,CN06,NB12,1,,1
741,FS536,1SUBA,231,CN06,NB12,1,,1
742,DYG60,1SUBA,203,CN06,NB12,1,,1
743,FYG50,1SUBA,203,CN06,NB12,1,,1
744,FS537,1SUBA,231,CN06,NB12,1,,1
745,FS538,1SUBA,231,CN06,NB12,1,,1
746,FS539,1SUBA,231,CN06,NB12,1,,1
747,EYG11,1SUBB,203,CN06,NB12,1,,1
748,EYG10,1SUBB,203,CN06,NB12,1,,1
749,FYG81,1SUBB,203,CN06,NB12,1,,1
750,FYG80,1SUBB,203,CN06,NB12,1,,1
751,ES430,1SUBB,231,CN06,NB12,1,,1
752,FYG41,1SUBB,203,CN06,NB12,1,,1
753,ES532,1SUBB,231,CN06,NB12,1,,1
754,ES433,1SUBB,231,CN06,NB12,1,,1
755,ES434,1SUBB,231,CN06,NB12,1,,1
756,ES530,1SUBB,231,CN06,NB12,1,,1
757,ES432,1SUBB,231,CN06,NB12,1,,1
758,EYG71,1SUBB,203,CN06,NB12,1,,1
759,EYG70,1SUBB,203,CN06,NB12,1,,1
760,EYG20,1SUBB,203,CN06,NB12,1,,1
761,FS431,1SUBB,231,CN06,NB12,1,,1
762,FS531,1SUBB,231,CN06,NB12,1,,1
763,FS532,1SUBB,231,CN06,NB12,1,,1
764,FS433,1SUBB,231,CN06,NB12,1,,1
765,FS533,1SUBB,231,CN06,NB12,1,,1
766,FS434,1SUBB,231,CN06,NB12,1,,1
767,FS534,1SUBB,231,CN06,NB12,1,,1
768,FS435,1SUBB,231,CN06,NB12,1,,1
769,FS535,1SUBB,231,CN06,NB12,1,,1
770,FS436,1SUBB,231,CN06,NB12,1,,1
771,DYG61,1SUBB,203,CN06,NB12,1,,1
772,FS536,1SUBB,231,CN06,NB12,1,,1
773,DYG60,1SUBB,203,CN06,NB12,1,,1
774,FYG50,1SUBB,203,CN06,NB12,1,,1
775,FS537,1SUBB,231,CN06,NB12,1,,1
776,FS538,1SUBB,231,CN06,NB12,1,,1
777,FS539,1SUBB,231,CN06,NB12,1,,1
778,EYG71,1SUBF-1,50,CN06,NB12,1,,1
779,EYG70,1SUBF-1,50,CN06,NB12,1,,1
780,FYG81,1SUBF-1,126,CN06,NB12,1,,1
781,FYG80,1SUBF-1,126,CN06,NB12,1,,1
782,DYG61,1SUBF-2,50,CN06,NB12,1,,1
783,GS341,1SUBF-2,231,CN06,NB12,1,,1
784,DYG60,1SUBF-2,50,CN06,NB12,1,,1
785,GS340,1SUBF-2,231,CN06,NB12,1,,1
786,FYG81,1SUBF-2,126,CN06,NB12,1,,1
787,FYG80,1SUBF-2,126,CN06,NB12,1,,1
788,EYG71,1SUBF-3,50,CN06,NB12,1,,1
789,EYG70,1SUBF-3,50,CN06,NB12,1,,1
790,DYG61,1SUBF-3,50,CN06,NB12,1,,1
791,DYG60,1SUBF-3,50,CN06,NB12,1,,1
792,CYG50,1SUBF-4,50,CN06,NB12,1,,1
793,EYG71,1SUBF-4,50,CN06,NB12,1,,1
794,EYG70,1SUBF-4,50,CN06,NB12,1,,1
795,GT4A1,2ASSYA,240,CN06,NB01,1,,0
796,GT4A0,2ASSYA,240,CN06,NB01,1,,1
797,FT490,2ASSYA,240,CN06,NB01,1,,1
798,EE480,2ASSYB,235,CN06,NB01,1,,0
799,FE595,2ASSYB,235,CN06,NB01,1,,0
800,FE495,2ASSYB,235,CN06,NB01,1,,0
801,GE4B0,2ASSYB,235,CN06,NB01,1,,0
802,GE5B0,2ASSYB,235,CN06,NB01,1,,0
803,HE4A0,2ASSYB,235,CN06,NB01,1,,0
804,FE490,2ASSYB,235,CN06,NB01,1,,0
805,FR4A0,2ASSYB,235,CN06,NB01,1,,0
806,FE590,2ASSYB,235,CN06,NB01,1,,0
807,GE420,2ASSYB,235,CN06,NB01,1,,0
808,GE520,2ASSYB,235,CN06,NB01,1,,0
809,FE4A0,2ASSYB,235,CN06,NB01,1,,1
810,FE5A0,2ASSYB,235,CN06,NB01,1,,0
811,FE4A1,2ASSYB,235,CN06,NB01,1,,0
812,GL4A0,2ASSYD,150,CN06,NB01,1,,0
813,GP5A0,2ASSYD,150,CN06,NB01,1,,1
814,GT5A0,2ASSYD,150,CN06,NB01,1,,0
815,GL4A5,2ASSYD,150,CN06,NB01,1,,0
816,GT4A0,2ASSYD,150,CN06,NB01,1,,0
817,GL5A0,2ASSYE,240,CN06,NB01,1,,0
818,GL4A0,2ASSYE,240,CN06,NB01,1,,0
819,HL4A0,2ASSYE,240,CN06,NB01,1,,0
820,GL4A5,2ASSYE,240,CN06,NB01,1,,0
821,FL490,2ASSYE,240,CN06,NB01,1,,0
822,HL5A0,2ASSYE,240,CN06,NB01,1,,0
823,EL580,2ASSYE,240,CN06,NB01,1,,1
824,EL480,2ASSYE,240,CN06,NB01,1,,0
825,FL590,2ASSYE,240,CN06,NB01,1,,1
826,GL5A5,2ASSYE,240,CN06,NB01,1,,0
827,HP4B1,2ASSYF,150,CN06,NB01,1,,0
828,GP431,2ASSYF,180,CN06,NB01,1,,0
829,GP540,2ASSYF,130,CN06,NB01,1,,0
830,HT4B5,2ASSYF,150,CN06,NB01,1,,0
831,HP4B2,2ASSYF,150,CN06,NB01,1,,0
832,GP740,2ASSYF,130,CN06,NB01,1,,0
833,HT4B1,2ASSYF,150,CN06,NB01,1,,0
834,FA495,2ASSYF,180,CN06,NB01,1,,0
835,GT490,2ASSYF,180,CN06,NB01,1,,0
836,GP5A1,2ASSYF,130,CN06,NB01,1,,1
837,GP54G,2ASSYF,130,CN06,NB01,1,,0
838,GT4A5,2ASSYF,180,CN06,NB01,1,,0
839,FP730,2ASSYF,130,CN06,NB01,1,,1
840,GP5A0,2ASSYF,180,CN06,NB01,1,,0
841,FP531,2ASSYF,180,CN06,NB01,1,,0
842,GT5A1,2ASSYF,180,CN06,NB01,1,,0
843,GP4A0,2ASSYF,130,CN06,NB01,1,,1
844,FP530,2ASSYF,130,CN06,NB01,1,,1
845,GT5A0,2ASSYF,180,CN06,NB01,1,,0
846,GT4A1,2ASSYF,180,CN06,NB01,1,,0
847,GT4A0,2ASSYF,180,CN06,NB01,1,,0
848,FT490,2ASSYF,140,CN06,NB01,1,,0
849,FT590,2ASSYF,180,CN06,NB01,1,,0
850,HP4B1,2ASSYG,200,CN06,NB01,1,,0
851,EE480,2ASSYG,220,CN06,NB01,1,,0
852,FE595,2ASSYG,220,CN06,NB01,1,,0
853,FE495,2ASSYG,220,CN06,NB01,1,,0
854,GE4B0,2ASSYG,220,CN06,NB01,1,,1
855,GE5B0,2ASSYG,220,CN06,NB01,1,,0
856,FA495,2ASSYG,200,CN06,NB01,1,,0
857,GP5A1,2ASSYG,200,CN06,NB01,1,,0
858,FP531,2ASSYG,200,CN06,NB01,1,,0
859,FE490,2ASSYG,220,CN06,NB01,1,,0
860,GT5A1,2ASSYG,200,CN06,NB01,1,,0
861,GP4A0,2ASSYG,200,CN06,NB01,1,,0
862,FR4A0,2ASSYG,220,CN06,NB01,1,,1
863,GT4A1,2ASSYG,200,CN06,NB01,1,,0
864,GT4A0,2ASSYG,200,CN06,NB01,1,,0
865,GE420,2ASSYG,220,CN06,NB01,1,,1
866,FT490,2ASSYG,200,CN06,NB01,1,,0
867,GE520,2ASSYG,220,CN06,NB01,1,,1
868,FE4A0,2ASSYG,220,CN06,NB01,1,,1
869,FT590,2ASSYG,200,CN06,NB01,1,,0
870,FE5A0,2ASSYG,220,CN06,NB01,1,,1
871,FE4A1,2ASSYG,220,CN06,NB01,1,,1
872,GY55B,2ASSYH,240,CN06,NB01,1,,0
873,GY55D,2ASSYH,240,CN06,NB01,1,,0
874,HC150,2ASSYH,200,CN06,NB01,1,,0
875,GY55F,2ASSYH,240,CN06,NB01,1,,0
876,GY55H,2ASSYH,240,CN06,NB01,1,,0
877,GY55K,2ASSYH,240,CN06,NB01,1,,0
878,GY55M,2ASSYH,240,CN06,NB01,1,,0
879,GY550,2ASSYH,240,CN06,NB01,1,,0
880,GY55R,2ASSYH,240,CN06,NB01,1,,0
881,GY552,2ASSYH,240,CN06,NB01,1,,0
882,GY554,2ASSYH,240,CN06,NB01,1,,0
883,GY55W,2ASSYH,240,CN06,NB01,1,,0
884,GY557,2ASSYH,240,CN06,NB01,1,,0
885,GY559,2ASSYH,240,CN06,NB01,1,,0
886,GY55B,2ASSYI,210,CN06,NB01,1,,0
887,GL5A0,2ASSYI,200,CN06,NB01,1,,0
888,GY55H,2ASSYI,210,CN06,NB01,1,,0
889,FR4A0,2ASSYI,200,CN06,NB01,1,,1
890,GY55K,2ASSYI,210,CN06,NB01,1,,0
891,FE4A0,2ASSYI,200,CN06,NB01,1,,1
892,GY550,2ASSYI,200,CN06,NB01,1,,0
893,GL5A5,2ASSYI,200,CN06,NB01,1,,0
894,FE5A0,2ASSYI,200,CN06,NB01,1,,1
895,GY55R,2ASSYJ,250,CN06,NB01,1,,0
896,GY55B,2ASSYJ,250,CN06,NB01,1,,0
897,GY552,2ASSYJ,250,CN06,NB01,1,,0
898,GY55D,2ASSYJ,250,CN06,NB01,1,,1
899,GY554,2ASSYJ,250,CN06,NB01,1,,0
900,GY55W,2ASSYJ,250,CN06,NB01,1,,0
901,GY557,2ASSYJ,250,CN06,NB01,1,,0
902,GY55F,2ASSYJ,250,CN06,NB01,1,,0
903,GY559,2ASSYJ,250,CN06,NB01,1,,0
904,GY55H,2ASSYJ,250,CN06,NB01,1,,0
905,GY55K,2ASSYJ,250,CN06,NB01,1,,0
906,GY55M,2ASSYJ,250,CN06,NB01,1,,0
907,GL4A0,2ASSYK,150,CN06,NB01,1,,1
908,FE490,2ASSYK,200,CN06,NB01,1,,0
909,GP4A0,2ASSYK,120,CN06,NB01,1,,0
910,GT4A1,2ASSYK,120,CN06,NB01,1,,0
911,GL4A5,2ASSYK,150,CN06,NB01,1,,1
912,GT4A0,2ASSYK,120,CN06,NB01,1,,0
913,FE495,2ASSYK,200,CN06,NB01,1,,0
914,GE420,2ASSYK,200,CN06,NB01,1,,0
915,FT490,2ASSYK,200,CN06,NB01,1,,0
916,GE520,2ASSYK,200,CN06,NB01,1,,0
917,FE5A0,2ASSYK,200,CN06,NB01,1,,0
918,HC110,2ASSYL,200,CN06,NB01,1,,0
919,HC131,2ASSYL,250,CN06,NB01,1,,0
920,HC150,2ASSYL,200,CN06,NB01,1,,0
921,HS355,2ASSYL,200,CN06,NB01,1,,0
922,HC130,2ASSYL,250,CN06,NB01,1,,1
923,HS155,2ASSYL,200,CN06,NB01,1,,0
924,HS152,2ASSYL,200,CN06,NB01,1,,0
925,HC110,2ASSYM,220,CN06,NB01,1,,0
926,HC131,2ASSYM,250,CN06,NB01,1,,0
927,HC150,2ASSYM,220,CN06,NB01,1,,0
928,HS355,2ASSYM,220,CN06,NB01,1,,0
929,HC130,2ASSYM,250,CN06,NB01,1,,1
930,HS155,2ASSYM,220,CN06,NB01,1,,0
931,GS150,2ASSYM,220,CN06,NB01,1,,0
932,GY55B,2ASSYN,60,CN06,NB01,1,,0
933,GY559,2ASSYN,60,CN06,NB01,1,,0
934,GY55K,2ASSYN,60,CN06,NB01,1,,1
935,HT4B6,2ASSYO,200,CN06,NB01,1,,0
936,GYG50,2ASSYO,240,CN06,NB01,1,,1
937,GYG40,2ASSYO,240,CN06,NB01,1,,1
938,GX4A0,2ASSYO,240,CN06,NB01,1,,1
939,HX3B5,2ASSYO,240,CN06,NB01,1,,0
940,GX490,2ASSYO,240,CN06,NB01,1,,1
941,HX4B0,2ASSYO,240,CN06,NB01,1,,1
942,HYG60,2ASSYO,240,CN06,NB01,1,,1
943,FYG40,2ASSYO,240,CN06,NB01,1,,1
944,FR4A0,2ASSYO,220,CN06,NB01,1,,0
945,GT4A1,2ASSYO,200,CN06,NB01,1,,0
946,GT4A0,2ASSYO,200,CN06,NB01,1,,0
947,FX490,2ASSYO,240,CN06,NB01,1,,1
948,FE4A0,2ASSYO,200,CN06,NB01,1,,0
949,DMX3A,2ASSYO,130,CN06,NB01,1,,1
950,FU420,2ASSYP,200,CN06,NB01,1,,1
951,GFP51,2ASSYP,200,CN06,NB01,1,,0
952,GFP50,2ASSYP,200,CN06,NB01,1,,0
953,FU421,2ASSYP,200,CN06,NB01,1,,1
954,FU423,2ASSYP,150,CN06,NB01,1,,1
955,GX3A1,2ASSYX,150,CN06,NB01,1,,1
956,GYG40,2SUBA,90,CN06,,1,,1
957,FYG40,2SUBA,90,CN06,,1,,1
958,FYG40,2SUBC-1,90,CN06,NB01,1,COVER ASSY,1
959,GYG40,2SUBD-1,90,CN06,NB01,1,COVER ASSY,1
960,DMX3A,2SUBD-1,72,CN06,NB01,1,COVER ASSY,1
961,FA491,2SUBE-1,210,CN06,NB01,1,COVER ASSY,1
962,CT470,2SUBE-1,220,CN06,NB01,1,COVER ASSY,1
963,ET480,2SUBE-1,220,CN06,NB01,1,COVER ASSY,1
964,FP531,2SUBE-1,210,CN06,NB01,1,COVER ASSY,1
965,EA481,2SUBE-1,220,CN06,NB01,1,COVER ASSY,1
966,FT490,2SUBE-1,210,CN06,NB01,1,COVER ASSY,1
967,FT590,2SUBE-1,210,CN06,NB01,1,COVER ASSY,1
968,FT491,2SUBE-1,210,CN06,NB01,1,COVER ASSY,1
969,FA491,2SUBE-2,210,CN06,NB01,1,LOG UP ASSY,1
970,CT470,2SUBE-2,220,CN06,NB01,1,LOG UP ASSY,1
971,ET480,2SUBE-2,220,CN06,NB01,1,LOG UP ASSY,1
972,FP531,2SUBE-2,210,CN06,NB01,1,LOG UP ASSY,1
973,EA481,2SUBE-2,220,CN06,NB01,1,LOG UP ASSY,1
974,FT490,2SUBE-2,210,CN06,NB01,1,LOG UP ASSY,1
